V1	V2	semantics
bug-out	02086193	motion
bugger	02574307	social
bugger-off	02014716	motion
bugle	01729916	creation
build	01658171	creation
build-in	00468064	change
build-on	02669721	stative
build-up	00154416	change
build-upon	02669721	stative
bulge	00264117	change
bulge-out	02086193	motion
bulk	00264450	change
bulk-large	02749936	stative
bull	02379540	social
bull-through	02379540	social
bulldog	01121448	competition
bulldoze	01578219	contact
bullet-vote	02468281	social
bulletin	00957065	communication
bulletproof	00166139	change
bullshit	00841205	communication
bully	01785339	emotion
bully-off	01086459	competition
bullyrag	01785339	emotion
bulwark	01130497	competition
bum	02275249	possession
bum-about	02645690	stative
bum-around	02645690	stative
bumble	02533317	social
bump	01242183	contact
bump-around	01869037	motion
bump-into	01242872	contact
bump-off	02488014	social
bump-up	00158495	change
bunch	02031257	motion
bunch-together	02031257	motion
bunch-up	02031257	motion
bunco	02578034	social
bundle	01489634	contact
bundle-off	01958868	motion
bundle-up	01489634	contact
bung	02206915	possession
bungle	02533317	social
bunk	02579928	social
bunk-down	00017524	body
bunk-off	02620058	stative
bunker	01406932	contact
bunt	01410951	contact
buoy	01908788	motion
buoy-up	00861800	communication
bur	00181579	change
burble	02192368	perception
burden	01489937	contact
burgeon	00358508	change
burgeon-forth	00357986	change
burglarise	02577426	social
burglarize	02577426	social
burgle	02577426	social
burke	02488373	social
burl	00180640	change
burlesque	00851619	communication
burn	00379335	change
burn-down	00378022	change
burn-off	01207620	consumption
burn-out	00436247	change
burn-up	02768764	weather
burnish	01248659	contact
burp	00003443	body
burr	00181579	change
burrow	02045912	motion
burst	00310092	change
burst-forth	01970508	motion
burst-in-on	00782489	communication
burst-out	00931971	communication
burst-upon	00782489	communication
burthen	01489937	contact
bury	02151896	perception
bus	01953987	motion
bush	02341251	possession
bush-out	02081793	motion
bushel	00261534	change
bushwhack	01140630	competition
busk	01763010	creation
buss	01433863	contact
bust	01372423	contact
bust-up	01568966	contact
bustle	02062115	motion
bustle-about	02062115	motion
busy	02420961	social
butcher	01325518	contact
butt	01469607	contact
butt-weld	01599325	contact
butt-against	01469607	contact
butt-in	00782236	communication
butt-on	01469607	contact
butter	01270562	contact
butter-up	00883055	communication
butterfly	01904149	motion
button	01370829	contact
button-up	01042933	communication
buttonhole	02464366	social
buttress	00223287	change
buttweld	01599325	contact
butylate	00184778	change
buy	02211988	possession
buy-at	02471557	social
buy-back	02212672	possession
buy-food	02331951	possession
buy-in	02328282	possession
buy-into	02289389	possession
buy-it	00360460	change
buy-off	02289648	possession
buy-out	02279144	possession
buy-the-farm	00359085	change
buy-time	00461714	change
buy-up	02279144	possession
buzz	02186555	perception
buzz-off	02014716	motion
by-bid	02303959	possession
bypass	00812833	communication
ca-ca	00073791	body
cab	01952866	motion
cabal	00708804	cognition
cabbage	02281711	possession
cabin	01305237	contact
cable	01009249	communication
cache	02310836	possession
cachinnate	00032407	body
cackel	01057974	communication
cackle	01058426	communication
caddie	01099271	competition
caddy	01099271	competition
cadge	02275249	possession
cage	02501685	social
cage-in	02501685	social
cajole	00770823	communication
cake	01264885	contact
cakewalk	01900650	motion
calcify	00500069	change
calcimine	01272552	contact
calcine	00372904	change
calculate	00638921	cognition
calendar	00680900	cognition
calender	01393749	contact
calibrate	00296478	change
caliper	00649423	cognition
calk	01360894	contact
call	01030757	communication
call-at	02021151	motion
call-attention	00926583	communication
call-back	02317458	possession
call-down	01633150	creation
call-for	00754770	communication
call-forth	01650408	creation
call-in	01472589	contact
call-into-question	00869073	communication
call-it-a-day	02687145	stative
call-it-quits	02687145	stative
call-off	02483178	social
call-on	00796302	communication
call-on-the-carpet	00826456	communication
call-one's-bluff	00869934	communication
call-out	00914001	communication
call-the-shots	02607268	social
call-the-tune	02607268	social
call-to-order	02430610	social
call-up	01027464	communication
calligraph	01695555	creation
calliper	00649423	cognition
callous	00273913	change
callus	00256766	change
calm	01768652	emotion
calm-down	01767681	emotion
calumniate	00848188	communication
calve	01217581	contact
camber	02039270	motion
camouflage	02163326	perception
camp	02660091	stative
camp-down	01516880	contact
camp-out	02660091	stative
campaign	01096497	competition
camphorate	00187057	change
can	00214220	change
canal	02341011	possession
canalise	02341011	possession
canalize	02341011	possession
cancel	02483178	social
cancel-out	00472127	change
candle	02154329	perception
candy	02200824	perception
cane	01414858	contact
canker	00089827	body
cannibalise	01164607	consumption
cannibalize	01164607	consumption
cannon	01150453	competition
cannonade	01138907	competition
cannonball-along	02062918	motion
cannulate	01424826	contact
cannulise	01424826	contact
cannulize	01424826	contact
canoe	01951402	motion
canonise	00862741	communication
canonize	00824790	communication
canoodle	01229345	contact
canopy	01340208	contact
cant	01888570	motion
cant-over	01888570	motion
canter	01963199	motion
cantilever	02720740	stative
cantillate	01051609	communication
canton	02659254	stative
canulate	01424826	contact
canvas	01270861	contact
canvass	02459761	social
cap	02699010	stative
cap-off	00486366	change
capacitate	00974489	communication
caparison	01674210	creation
caper	01971111	motion
capitalise	02335738	possession
capitalize	02284617	possession
capitulate	01120230	competition
caponise	00060850	body
caponize	00060850	body
capriole	01968898	motion
capsize	01897306	motion
capsulate	01583919	contact
capsule	01583919	contact
capsulise	01583919	contact
capsulize	01583919	contact
captain	02445351	social
caption	02328866	possession
captivate	01810472	emotion
capture	01690521	creation
caracole	01913154	motion
caramelise	00114423	change
caramelize	00114423	change
caravan	01953192	motion
carbonate	02633302	stative
carbonise	00374173	change
carbonize	00374173	change
carboxylate	00527161	change
carburet	01602356	contact
carburise	00374173	change
carburize	00374173	change
card	01358959	contact
care	01826886	emotion
care-a-hang	01827099	emotion
care-for	01832565	emotion
careen	01928835	motion
career	02086428	motion
caress	01228779	contact
caricature	00851272	communication
carjack	01475047	contact
cark	01768023	emotion
carmine	00536336	change
carnalise	00133786	change
carnalize	01684368	creation
carnify	00500503	change
carol	01735709	creation
carom	01896842	motion
carouse	02498909	social
carp	00810333	communication
carpenter	02413973	social
carpet	02755395	stative
carpet-bomb	01134781	competition
carry	01452567	contact
carry-away	01436911	contact
carry-back	00643194	cognition
carry-forward	02017279	motion
carry-off	02528530	social
carry-on	02450374	social
carry-out	01644397	creation
carry-over	00350605	change
carry-the-can	02307042	possession
carry-through	01644397	creation
carry-to-term	00059330	body
carry-weight	00703490	cognition
cart	01457421	contact
cart-away	01454276	contact
cart-off	01454276	contact
cartoon	01697622	creation
cartwheel	02050235	motion
carve	01258721	contact
carve-out	01762370	creation
carve-up	02473085	social
cascade	02075244	motion
cascade-down	02075244	motion
case	02170426	perception
caseate	00527419	change
cash	02261162	possession
cash-in	02261162	possession
cash-in-on	02284358	possession
cash-in-one's-chips	00359085	change
cash-out	02761107	stative
cashier	02432443	social
casket	01602460	contact
cast	01636439	creation
cast-about	00651015	cognition
cast-anchor	01307376	contact
cast-around	00651015	cognition
cast-aside	02227100	possession
cast-away	02227100	possession
cast-down	01818363	emotion
cast-off	01516062	contact
cast-on	01675358	creation
cast-out	02509666	social
castigate	00825981	communication
castle	01079722	competition
castrate	00543033	change
cat	01414524	contact
catabolise	00239606	change
catabolize	00239606	change
catalog	01629881	creation
catalogue	00654293	cognition
catalyse	00268405	change
catalyze	00268405	change
catapult	01518198	contact
catcall	01062781	communication
catch	00727710	cognition
catch-a-glimpse	02134344	perception
catch-a-wink	00015491	body
catch-cold	00087872	body
catch-fire	02766580	weather
catch-it	02506138	social
catch-on	00591761	cognition
catch-one's-breath	00781405	communication
catch-out	00733559	cognition
catch-sight	02134344	perception
catch-some-z's	00014735	body
catch-up	02002825	motion
catch-up-with	01157556	competition
catechise	00789177	communication
catechize	00789021	communication
categorise	00658931	cognition
categorize	00658931	cognition
catenate	01468932	contact
catenulate	01468932	contact
cater	01185006	consumption
caterwaul	00916587	communication
cathect	00023373	body
catheterise	00189053	change
catheterize	00189053	change
catholicise	00387237	change
catholicize	00387237	change
catnap	00015491	body
caucus	02434529	social
caulk	01357268	contact
cause	01649143	creation
cause-to-be-perceived	02128368	perception
cause-to-sleep	00019266	body
causeway	02340900	possession
cauterise	00374419	change
cauterize	00374419	change
caution	00872857	communication
cave	01285636	contact
cave-in	01993067	motion
cavern	01285491	contact
cavern-out	01285491	contact
cavil	00810333	communication
cavort	01887709	motion
caw	01061937	communication
cease	02686624	stative
cede	02321629	possession
celebrate	02584595	social
cell-phone	00791596	communication
cement	01306736	contact
cense	02131151	perception
censor	02499315	social
censure	00825330	communication
census	00950739	communication
center	02682306	stative
center-on	02682306	stative
center-punch	01446359	contact
centralise	00406161	change
centralize	00406161	change
centre	01856668	motion
centrifugate	02051212	motion
centrifuge	02051212	motion
cere	01286496	contact
cerebrate	00630153	cognition
certificate	02266946	possession
certify	00822637	communication
cha-cha	01901299	motion
chafe	02124124	perception
chaff	00856977	communication
chaffer	02264354	possession
chagrin	01803805	emotion
chain	01467560	contact
chain-smoke	01201090	consumption
chain-up	01289039	contact
chair	02444885	social
chairman	02444885	social
chalk	01694058	creation
chalk-out	01701523	creation
chalk-up	02326225	possession
challenge	00870790	communication
chamber	02662158	stative
chamfer	01586914	contact
champ	01177429	consumption
champion	01151604	competition
chance	02600258	social
chance-on	02291532	possession
chance-upon	02291532	possession
chandelle	01974139	motion
change	00126072	change
change-by-reversal	00138328	change
change-course	01950676	motion
change-form	00140787	change
change-hands	02226741	possession
change-integrity	00139943	change
change-intensity	02195552	perception
change-magnitude	00169459	change
change-over	00380830	change
change-owners	02226741	possession
change-posture	01987785	motion
change-shape	00140787	change
change-state	00145958	change
change-surface	00356912	change
change-taste	02201394	perception
channel	02084180	motion
channel-surf	00552688	change
channelise	01935739	motion
channelize	01935739	motion
chant	01051609	communication
chap	00338238	change
chaperon	02030558	motion
chaperone	02030558	motion
char	02777955	weather
character	01325055	contact
characterise	02703792	stative
characterize	00958719	communication
charcoal	01697033	creation
charge	01124145	competition
charge-up	01766380	emotion
chariot	01953676	motion
charleston	01901090	motion
